uID,AdID,BoxID,AE,RE,AA,PI,AccX kurtosis,AccX mean,AccX num_of_peaks,AccX slope,AccX spec_phs_F1oF23,AccX spec_phs_F2oF13,AccX spec_phs_F3oF12,AccX spec_pow_F1oF23,AccX spec_pow_F2oF13,AccX spec_pow_F3oF12,AccX std,AccX total_var,EDA kurtosis,EDA mean,EDA num_of_peaks,EDA slope,EDA spec_phs_F1oF23,EDA spec_phs_F2oF13,EDA spec_phs_F3oF12,EDA spec_pow_F1oF23,EDA spec_pow_F2oF13,EDA spec_pow_F3oF12,EDA std,EDA total_var,HR kurtosis,HR mean,HR num_of_peaks,HR slope,HR spec_phs_F1oF23,HR spec_phs_F2oF13,HR spec_phs_F3oF12,HR spec_pow_F1oF23,HR spec_pow_F2oF13,HR spec_pow_F3oF12,HR std,HR total_var,SC kurtosis,SC mean,SC num_of_peaks,SC slope,SC spec_phs_F1oF23,SC spec_phs_F2oF13,SC spec_phs_F3oF12,SC spec_pow_F1oF23,SC spec_pow_F2oF13,SC spec_pow_F3oF12,SC std,SC total_var,Temp kurtosis,Temp mean,Temp num_of_peaks,Temp slope,Temp spec_phs_F1oF23,Temp spec_phs_F2oF13,Temp spec_phs_F3oF12,Temp spec_pow_F1oF23,Temp spec_pow_F2oF13,Temp spec_pow_F3oF12,Temp std,Temp total_var,diameter kurtosis,diameter mean,diameter num_of_peaks,diameter slope,diameter spec_phs_F1oF23,diameter spec_phs_F2oF13,diameter spec_phs_F3oF12,diameter spec_pow_F1oF23,diameter spec_pow_F2oF13,diameter spec_pow_F3oF12,diameter std,diameter total_var
1,1,1,3.374,1.369,2.832,3.079,-1.244873295,-32.26481691,15,-0.034531543,-37.72622771,-0.012650815,-0.014210732,1.006151682,0.977389539,0.004201625,4.430776246,16.97990944,-1.194408353,1.2424549,2,-0.005695082,-1,0,-1,1,0.999003838,0.000249227,0.398729187,0.384620096,-1.353702011,87.40455394,12,-0.093448222,-68.18850629,-0.006617622,-0.008154745,1.006824907,0.979703087,0.003437604,4.87496402,5.710428875,-1.130875674,1.628857908,0,-0.005665132,-257.1042739,0,-0.003889472,1.000105137,0.998942514,0.000238285,0.353005782,0.40782347,-1.224108515,32.340157,0,0.000258645,-195.6992061,-0.002023688,-0.003098704,1.00000004,0.999999869,2.27E-08,0.869863412,0.024837229,-1.391334678,3.991037575,11,-0.005439188,-2.552751929,-0.172225323,-0.303601607,1.000000007,0.999999969,5.95E-09,0.562326019,6.339579428
2,1,3,2.153,1.793,2.889,2.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.327341585,4.753196745,7,0.005858163,-5.316103431,-0.070455482,-0.134869335,1.000000744,0.999996829,6.07E-07,1.009434269,5.871107711
3,1,3,3.261,1.753,3.055,2.916,-0.968555531,-42.90080414,12,-0.019840445,-57.68888224,-0.006664943,-0.010812298,1.000150894,0.999452654,9.92E-05,1.135541015,1.175769825,-1.262042474,0.44779871,2,-0.000447131,-1,0,-1,1,0.999989296,2.68E-06,0.118938251,0.056031112,-0.425841104,67.72618165,9,-0.002248139,-491.2216091,-0.000799952,-0.001237767,1.000098863,0.995040044,0.001219843,9.825036827,9.089534129,,,,,,,,,,,,,,,,,,,,,,,,,-0.627701006,4.037812386,7,-0.003301917,-2.32798889,-0.210488413,-0.327239238,1.000000047,0.999999804,3.74E-08,0.283797943,3.443903846
4,1,3,1.684,2.021,1,1,-0.349184052,-22.6420158,12,-0.018524431,-39.95789539,-0.011889492,-0.013452741,1.001301069,0.994495808,0.001055903,2.616336633,7.45715509,-1.142674646,2.717406571,4,0.00307836,-1.001351249,0,-0.998650574,1.000000001,0.99841988,0.000395498,0.473106348,1.580627888,-1.021590368,68.66257273,1,-0.010912963,-127.4863678,-0.003209689,-0.00466411,1.001854032,0.988511856,0.002431447,4.375025509,19.36902526,-1.173911752,3.47927385,3,0.003190115,-724.1859872,0,-0.001380861,1.000236434,0.99949498,6.72E-05,0.580944111,1.240432129,-0.802016354,31.94336796,0,0.002241215,-167.5672221,-0.002627744,-0.003357604,1.000003841,0.999987671,2.12E-06,0.916852951,0.134659049,,,,,,,,,,,,
5,1,2,1,1.961,1,1,-1.374276574,-38.30018438,12,0.010163704,-229.0447485,-0.00148436,-0.00289016,1.000008991,0.999969586,5.36E-06,14.79674221,3.099500121,-1.184658675,1.496840645,3,-0.00232112,-1,0,-1,1,0.99958632,0.000103452,0.414828084,0.376543606,-1.241435871,66.91948557,10,-0.072969274,-84.08556473,-0.00425739,-0.007700436,1.093382869,0.74461505,0.053616491,2.748509054,6.629605677,-1.310138132,3.912337354,4,-0.007553633,-244.8984695,0,-0.004083325,1.000788131,0.99592874,0.000823614,0.493569065,1.853242692,-1.316357343,31.51483384,0,0.002322293,-166.1902776,-0.002668139,-0.003366973,1.000009317,0.999970092,5.15E-06,0.461723854,0.153533808,,,,,,,,,,,,
6,1,1,5,1,3.304,3.24,-1.352921272,-32.3331468,12,-0.012489613,238.8588072,0.003646282,0.000536372,1.000458635,0.997998392,0.00038642,8.960207786,19.4954943,-0.974035822,2.875744866,4,-2.17E-05,-1,0,-1,1,0.999999936,1.60E-08,1.124713199,0.009952621,-1.334687964,80.97000927,1,-0.050137748,-60.33999147,-0.008123476,-0.008587648,1.00083956,0.997544182,0.000405072,4.59579721,9.815092816,-1.166528877,4.325318956,4,-0.012352658,-202.8279292,0,-0.004930287,1.000324086,0.997954671,0.000431033,1.472900843,1.87388314,-1.031957352,32.13216747,0,-0.001783115,-56.89823698,-0.007731128,-0.009997332,1.00000418,0.999986605,2.30E-06,0.165306541,0.121161546,-1.576135165,4.806946943,10,0.002020679,-7.187109162,-0.029683691,-0.115853753,1.000000007,0.999999967,6.49E-09,0.834172565,5.986726301
7,1,3,1.986,2.102,2.807,2.482,-1.325382396,-37.79958907,13,-0.007707809,-58.0605683,-0.010237871,-0.007130262,1.000523635,0.998409481,0.000267143,3.530754837,2.027924249,-0.765200963,0.507541806,0,-0.001202687,-1,0,-1,1,0.999938153,1.55E-05,0.197105884,0.082483751,-1.198184493,81.49184568,35,-0.099831321,-72.58041975,-0.005773235,-0.008097439,1.007098383,0.97745238,0.003948388,2.773966503,5.781791584,-1.355059733,2.916268926,2,-0.007440993,-256.3841924,0,-0.003900396,1.000379054,0.997770158,0.000463552,0.577246555,0.840787716,-0.926932464,34.03233905,0,0.002192798,-167.1727023,-0.002640218,-0.003359305,1.0000057,0.999981647,3.16E-06,0.26509821,0.138874276,-1.544953201,4.628937972,11,0.007561256,-5.137266981,-0.077823635,-0.135930405,1.000003915,0.99998324,3.21E-06,1.04789735,9.298876711
8,1,1,1.692,2.102,3.243,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.123509567,4.177036594,1,0.012398512,-770.9388194,0,-0.00129712,1.001447267,0.985259379,0.003362229,0.874763944,3.440025019,-0.803455919,32.23393724,0,-0.000604069,-54.16047105,-0.008412627,-0.010221413,1.000000369,0.999998825,2.01E-07,0.981792651,0.045163357,-1.472208646,4.13036161,9,-0.00535103,-2.269304877,-0.232931778,-0.32622173,1.000000336,0.999998573,2.73E-07,0.921469079,12.00531774
9,1,2,3.291,1.738,2.918,2.833,-1.074677217,-35.24666621,12,0.031776757,-1558.153099,0.001679882,-0.002313896,1.031164818,0.864778086,0.029426333,4.223003351,38.81190161,-1.413954449,1.140861656,4,0.002006012,-1,0,-1,1,0.999629408,9.27E-05,0.575607694,0.517350255,-1.1846238,72.76835107,5,-0.068854755,-78.018911,-0.00539451,-0.00750333,1.007960916,0.972438635,0.005029452,3.03754935,6.57819845,-1.161501876,0.941876653,2,0.005636456,-700.7721632,0,-0.001426997,1.000110718,0.997117912,0.000694366,0.199434944,0.7470462,-1.033582125,32.67296925,0,0.001422783,-163.8928021,-0.002748835,-0.003371192,1.00000175,0.999994333,9.79E-07,0.365722497,0.079617118,,,,,,,,,,,,
10,1,3,2.628,1.82,3.14,2.76,-1.027704705,-43.55843527,163,-4.73E-18,-35.27550753,-0.006436307,-0.022193615,1,1,8.76E-34,5.566557201,1.92E-11,-0.687550176,0.115297733,0,-0.000416757,-1,0,-1,1,0.999992845,1.79E-06,0.039445858,0.026007313,-1.343948202,77.63260687,337,-0.123666231,-60.63641127,-0.008164042,-0.008464773,1.071567768,0.760214495,0.053561778,3.722978542,10.62401291,-1.137864907,1.921291409,2,-0.010158061,-222.9103824,0,-0.004486108,1.000290727,0.996477498,0.000810164,0.301239762,0.596463414,-1.068616622,31.43960181,0,0.000290581,-183.0063262,-0.002258808,-0.003219991,1.000000051,0.999999833,2.90E-08,0.768665895,0.022891227,-1.398020084,3.691623238,9,-0.001786603,-2.239203083,-0.245412422,-0.325119138,1.000002225,0.999990492,1.82E-06,0.5935774,6.024981723
11,1,1,2.069,2.038,2.852,2.76,-1.284893253,-46.95356691,14,0.010638685,3296.571152,0.007436244,-0.007028353,1.000136871,0.998398233,0.000366682,6.51249609,8.535898482,-1.193229247,8.153372081,0,-0.022458495,-1,0,-1,1.000000077,0.900323946,0.02693238,1.932359527,1.472636875,-1.050257446,81.1133193,77,-0.179035645,-70.21846592,-0.006352384,-0.007989668,1.019244159,0.937756104,0.011424678,3.058705,9.996449738,-1.349837853,1.624657072,1,-0.010365124,-265.2568824,0,-0.00376993,1.000427125,0.996328433,0.000813483,0.319305779,0.625062682,-1.041656809,32.18559256,0,0.000745939,-164.8661972,-0.002701909,-0.003381835,1.000000502,0.999998392,2.77E-07,0.782762286,0.052689162,,,,,,,,,,,,
12,1,2,1.03,2.042,2.738,1,-1.412292297,-27.23444455,14,-0.004114978,-47.01756372,-0.010763323,-0.010733934,1.000016906,0.999966789,4.08E-06,7.219522429,2.942115233,-1.073747295,1.888620972,3,-0.004166729,-1,0,-1,1.000000001,0.999131081,0.000217371,0.572335876,0.481276608,-1.094754081,77.05670726,7,-0.051029186,-92.19355704,-0.004002413,-0.00689926,1.019502823,0.939609264,0.010855719,2.027338478,8.855018075,-1.087883467,10.39424733,2,-0.020645769,-255.8615511,0,-0.003908364,1.002470609,0.984851487,0.003209409,1.301623433,1.561262298,-0.560272964,32.32354143,0,0.000625567,-150.4568914,-0.003136633,-0.003531871,1.000000852,0.999997262,4.72E-07,0.698263306,0.052381596,,,,,,,,,,,,
13,1,4,2.209,1.717,2.848,2.916,-1.363122897,-40.16002353,13,-0.066538794,154.6793288,0.003536994,0.002907361,1.002469851,0.981681598,0.004021339,2.756693963,8.952783693,-0.532663188,0.102779959,12,8.15E-06,-1,0,-1,1,0.999999994,1.45E-09,0.004193606,0.001333055,-1.341298572,69.3555132,9,-0.095214059,-79.55786155,-0.008048149,-0.004594814,1.000648959,0.995567929,0.000949192,10.99893433,13.97129093,-0.732557092,0.707124084,3,-0.001591068,-271.4450897,0,-0.003683986,1.000008091,0.999907727,2.10E-05,0.132449226,0.162631505,-1.39846695,31.40822216,0,0.00025077,-194.0536317,-0.001985656,-0.003180156,1.000000191,0.999999385,1.06E-07,0.12586309,0.025511877,,,,,,,,,,,,
14,1,1,2.222,2.011,3.209,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1,3,2.518,1.728,2.812,2.76,-1.191637254,-38.49525455,67,0.024680838,-897.0097282,0.000515262,-0.0016284,1.000064726,0.999752745,4.56E-05,11.75101402,2.627752819,-0.69918306,0.26151515,3,0.000593081,-1.001348671,0,-0.998653145,1,0.999976058,5.99E-06,0.194809897,0.052868951,-0.983660421,68.81199489,12,-0.120625193,-60.04304069,-0.008966719,-0.0078272,1.042817779,0.865173324,0.026339068,4.398119986,8.714480582,-1.352933413,2.092965635,1,-0.006702142,-345.407251,0,-0.002895133,1.000361678,0.996957368,0.000671865,0.493735886,1.582248927,-0.936343723,31.71852776,0,0.001189285,-174.5057399,-0.002429469,-0.003317073,1.00000137,0.999995594,7.59E-07,0.83874061,0.079149698,,,,,,,,,,,,
17,1,4,2.493,1.706,2.807,2.916,-1.802453464,-42.87985178,14,-0.000781548,-6626.101319,0.001296414,-0.00144359,1.000000723,0.999998597,1.70E-07,23.57003499,1.286569738,-1.174067623,0.116313303,5,5.64E-05,-1.001346937,0,-0.998654875,1,0.999999856,3.59E-08,0.016172298,0.007679742,-1.062251034,77.21239017,12,0.023468411,-852.1843165,0.000951549,-0.00212097,1.00002392,0.998991057,0.000246444,3.73493414,12.80033589,-1.122222408,0.29815132,1,-0.000302532,-214.2073382,0,-0.004668374,1.000000135,0.999995808,1.01E-06,0.030102692,0.028097566,-1.014068525,28.83113027,0,2.20E-06,-115.4310439,-0.003342206,-0.005356626,1,1,2.37E-12,0.724874586,0.000266613,-1.539080502,4.499456484,12,0.003828234,-5.109177231,-0.077282953,-0.137635055,1.000000206,0.999999117,1.69E-07,0.83169589,4.212533426
18,1,1,1.03,1.892,1,1,-1.316267396,-30.45129553,0,-4.78E-18,-62.31164071,-0.008605021,-0.007572624,1,1,8.27E-34,10.55862088,1.93E-11,-0.257613438,0.194757817,4,-0.000111062,-1,0,-1,1,0.999999476,1.31E-07,0.095755201,0.009296594,-1.051006281,73.69488082,5,-0.000548819,-146.3639594,-0.004821752,-0.002030041,1.000138082,0.999783537,1.96E-05,3.577653526,0.387195745,,,,,,,,,,,,,,,,,,,,,,,,,-1.38599163,4.472580088,10,-0.005123828,-2.193650313,-0.261902643,-0.325660007,1.00000252,0.999989256,2.06E-06,0.71241827,4.393397035
19,1,2,1.188,4.73,1,1,-1.227324305,-24.27653579,12,-0.071477872,-1226.216467,-0.003140885,0.002340062,1.004887859,0.979878027,0.003877611,7.190796518,38.58864131,-1.048476888,0.22856192,4,8.82E-05,-1.001247854,0,-0.998753701,1,0.999999237,1.91E-07,0.013128069,0.035302861,-0.944780305,74.00827813,4,-0.096526591,-77.45500255,-0.005264298,-0.007727256,1.037227971,0.87521594,0.024731904,3.206607176,6.718239763,-1.21998077,2.445114088,2,0.00185916,-6274.892261,0,-0.000159365,1.001188923,0.995048127,0.000944879,0.426781219,3.198895866,-1.100961689,31.99210514,0,0.001489948,-169.3785169,-0.002560231,-0.003360864,1.000004379,0.999985956,2.42E-06,0.958104271,0.105924938,,,,,,,,,,,,
20,1,2,2.467,1.907,2.981,3,-1.498066246,-24.62593212,13,-0.012058162,-40.85059289,-0.015035322,-0.009733229,1.056360798,0.862335391,0.023809922,10.81368883,2.808409813,-1.636646222,0.100821868,230,-2.85E-15,-1,0,-1,1,1,1.95E-27,0.03946545,3.37E-12,-0.608362082,65.16041211,2,-0.191118867,-78.42510317,-0.005065464,-0.007763707,1.035763068,0.886719165,0.021697678,4.205683792,14.23463156,-0.767855989,0.218483787,3,-8.51E-06,-498.8832602,0,-0.002004477,1.000000001,0.999999995,9.32E-10,0.01045179,0.001460981,-0.983470115,30.53906561,1,1.61E-05,-134.2270403,0.002263481,-0.009669933,1,0.999999999,2.52E-10,0.077784342,0.004631403,,,,,,,,,,,,
21,1,3,1.963,1.894,2.807,2.635,-1.394365348,-29.01012578,22,0.111086664,-200.7678304,-0.00128171,-0.003708651,1.010169911,0.966938935,0.005909292,4.844379759,8.067143086,-1.227238747,0.053168654,4,-3.08E-06,-1,0,-1,1,0.999999987,3.30E-09,0.006965168,0.007619528,-1.152018783,80.74617985,6,-0.048120663,-151.5257857,-0.001896937,-0.00472045,1.001628515,0.994895591,0.000873332,5.965310124,16.95675929,-1.108206295,3.201293966,3,0.01195636,-590.9145268,0,-0.001692292,1.000447989,0.993334402,0.001562437,0.189647247,0.665167779,-0.788867525,27.73404575,0,0.00140982,-166.8680633,-0.002641887,-0.003368617,1.000001809,0.999994193,9.99E-07,0.768992843,0.088690965,,,,,,,,,,,,
22,1,3,1.429,2.094,1,2.639,-1.404234246,-55.33070677,12,0.010138876,142.0273125,0.002726858,0.004290559,1.000253325,0.99963906,2.69E-05,9.443772107,4.504662106,-1.184399551,2.800467657,2,-0.009946634,-1,0,-1,1.000000002,0.996824377,0.000795801,0.439558279,0.669338149,-1.087035307,84.99665085,4,-0.113704457,-77.49905006,-0.005432175,-0.007552735,1.022523197,0.914153902,0.017144933,3.23095943,10.58263354,-1.239113206,2.451816524,1,-0.007197733,-273.8702915,0,-0.003651364,1.000245113,0.998040858,0.000429179,0.430783462,0.58958206,-1.093097234,33.03393445,0,0.002557423,-165.5533179,-0.002680368,-0.003378037,1.000006665,0.999978591,3.69E-06,0.466859023,0.16265228,,,,,,,,,,,,
23,1,1,2.07,1.865,3.065,1,-1.07981394,-35.00961947,0,1.20E-30,-57.51955307,-0.003916378,-0.013574416,1,1,2.06E-33,10.50299132,0,-1.441158358,0.121835785,6,-1.95E-05,-1,0,-1,1,0.999999979,5.34E-09,0.008081348,0.007295083,-1.330652004,73.40018799,4,-0.051715435,-68.10245773,-0.008109258,-0.006682077,1.004199181,0.985519258,0.002605765,5.215827071,8.417875827,-1.075971517,0.581109465,0,-0.005092692,-270.2890137,0,-0.003699743,1.000119238,0.999123096,0.000189551,0.198324973,0.33755495,-1.068681781,30.78295271,0,0.001150913,-165.6121548,-0.002675072,-0.003381168,1.000001032,0.999996685,5.71E-07,0.825430421,0.076714449,,,,,,,,,,,,
24,1,4,2.072,2.042,1,1,-1.247870492,-28.46515849,64,-0.000834098,-133.1178429,-0.001125499,-0.006400996,1.00000079,0.999997585,4.06E-07,7.025331554,0.767470261,-1.326218041,0.371498477,165,1.42E-15,-1.001362695,0,-0.998639159,1,1,2.02E-28,0.148509495,8.66E-13,-1.049627973,82.66780585,4,-0.007100935,-173.3239042,-0.00112391,-0.00465607,1.000359346,0.999135495,0.000126415,4.583521656,6.071640633,-1.16690885,0.495157972,1,-1.12E-16,396.0229115,0,0.002525106,1,1,9.93E-31,0.097751602,7.60E-13,-0.579644905,33.00191402,1,-3.53E-11,-51.86321909,-0.009511325,-0.00995776,1,1,1.32E-21,0.15585827,2.76E-09,,,,,,,,,,,,
25,1,3,1.102,5,2.852,2.361,-1.512598326,-44.28407255,12,0.212545626,3027.903654,0.000748834,-0.000417946,1.006212211,0.974338278,0.004975202,14.88548252,39.11325127,-1.092735174,0.187077252,2,1.02E-05,-1.001359295,0,-0.998642551,1,0.999999961,9.77E-09,0.015698204,0.008148593,-1.309703178,84.65046912,237,-0.112570252,-56.43529239,-0.00954181,-0.008335256,1.022160914,0.9228775,0.014789972,4.336179901,6.511794372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,1,2.586,1.777,3.205,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,2,1.971,2.033,1,1,-1.470105045,-43.82567754,160,2.78E-18,-48.65178496,-0.011099574,-0.009667051,1,1,9.63E-34,5.758819882,2.00E-11,0.689280047,0.096637305,2,-9.95E-05,-1,0,-1,1,0.999999535,1.16E-07,0.032487379,0.015403413,-1.296989221,76.01483732,2,-0.199542711,-60.31062786,-0.00925919,-0.007458612,1.067705391,0.810421481,0.037328749,5.566213085,14.95721019,-0.783125387,2.091767983,2,0.001047191,-8820.155006,0,-0.000113377,1.000145499,0.999591793,6.57E-05,0.544946742,0.811223732,-1.287618189,30.11262855,0,0.000622715,-164.8598339,-0.002700497,-0.00338348,1.00000081,0.999997397,4.48E-07,0.917290885,0.040531049,,,,,,,,,,,,
28,1,4,2.506,1.664,2.696,3,-0.995012325,-36.15483686,12,0.083748738,-155.0605371,-0.003268266,-0.003201689,1.005162516,0.97963345,0.003871646,1.512408395,4.629444952,-1.058631293,0.237585971,90,-1.63E-20,-1,0,-1,1,1,7.48E-33,0.045145892,8.79E-14,-1.160510412,67.51765719,4,-0.044153367,-86.66120507,-0.004153929,-0.00744677,1.00114853,0.995740661,0.000780749,6.392955322,5.470028733,-1.112459901,1.623491372,4,3.96E-05,1323.63411,0,0.000755496,1.000001159,0.999996059,6.95E-07,0.352685952,0.086875158,-1.063866652,30.20887179,1,3.54E-32,-50.10187315,-0.004769105,-0.015335038,1,1,4.55E-34,0.309559438,0,-1.636465446,4.275064114,14,-0.000365331,-2.216119899,-0.250645457,-0.327869152,1.000000278,0.999998806,2.29E-07,0.877689953,3.042205184
29,1,4,2.747,1.709,2.807,2.639,-0.593262449,-41.80836105,494,2.59E-18,-41.60433278,-0.005444385,-0.018793754,1,1,1.12E-33,2.22663547,1.86E-11,-1.409040656,0.840583593,123,2.11E-33,-1,0,-1,1,1,4.19E-33,0.449528281,0,-1.161734311,72.24387384,43,-0.049725911,-63.01321091,-0.008373304,-0.00762303,1.025230201,0.916373775,0.015836794,3.503273325,5.827499645,-1.151933457,1.544112185,3,-0.00235415,-277.8658052,0,-0.00359886,1.000020374,0.999280579,0.000174857,0.337153062,0.623760709,-0.895904944,32.01188848,1,7.31E-13,-237.6129497,-0.001295249,-0.002920827,1,1,1.16E-23,0.763123506,1.85E-10,-1.602602873,3.951462034,13,0.00492881,-5.065143212,-0.081789233,-0.135635416,1.000001383,0.999994096,1.13E-06,0.997082774,3.419086913
30,1,4,3.841,1.061,3.062,2.854,-0.942028104,-35.52577759,11,0.044401226,-182.3589506,-0.001879903,-0.003617351,1.000851224,0.997244933,0.000477229,15.27798097,8.409738861,-1.693765396,0.213421672,4,-0.000656327,-1,0,-1,1,0.999980444,4.89E-06,0.046997064,0.07817385,-1.209324087,73.59878387,0,-0.1848568,-73.09646556,-0.005724328,-0.00804773,1.011098361,0.963141001,0.006672713,5.747592223,10.98181133,-0.643195237,1.009311912,1,-0.007145065,-251.1264397,0,-0.003982058,1.000170366,0.998205161,0.00040669,0.412921106,0.514722414,-0.968202698,32.34549298,0,2.67E-06,-175.2722162,-0.002263588,-0.003457431,1,1,4.18E-11,0.9921029,0.0002072,-1.467067389,3.721848119,13,-0.001297138,-2.187779131,-0.255793056,-0.332530189,1.000000611,0.999997355,5.09E-07,0.589330418,4.081032123
31,1,2,2.131,4.73,2.918,3,-1.548962058,-48.28700882,13,0.004821738,-818.8756293,0.000804153,-0.00202209,1.000083525,0.999754618,4.05E-05,18.02576477,3.300035113,-0.481492355,0.69903573,3,-0.002642807,-1,0,-1,1,0.999716502,7.09E-05,0.370426596,0.236324794,-0.626197535,77.37635764,7,-0.145720969,-77.32972221,-0.005221442,-0.007791031,1.050785358,0.845502001,0.030371284,3.088589172,9.630009594,-1.178521522,4.329922247,4,-0.016082158,-317.0690038,0,-0.003153888,1.002653532,0.988502091,0.002233572,0.77538587,3.931664924,-0.061812303,31.87339437,0,0.003035433,-161.7231576,-0.002780838,-0.003421539,1.000012312,0.999960457,6.81E-06,0.577729663,0.199741348,-1.471610917,4.785488177,9,-0.00307396,-5.290056026,-0.071389298,-0.135112439,1.000000576,0.999997523,4.75E-07,0.994859721,6.314873039
32,1,4,3.431,1.64,3.247,2.968,-1.347939334,-25.08423245,17,-0.015590183,-60.84785745,-0.011805231,-0.0047402,1.000096131,0.999858725,1.13E-05,12.54669066,10.6802482,-1.064208587,0.161486281,92,-4.74E-17,-1,0,-1,1,1,5.27E-31,0.025285216,1.31E-13,-0.949846758,62.08166197,18,-0.06249879,-83.76961366,-0.004536349,-0.007468509,1.091516062,0.75422226,0.050613591,4.318865493,5.926267836,-1.334583116,0.430958969,1,-0.000430793,621.65573,0,0.001608607,1.000002096,0.999973108,6.20E-06,0.041534702,0.130262964,-1.122141007,30.3489815,1,-2.00E-08,-50.89950999,-0.009716765,-0.010124613,1,1,4.34E-16,0.074009958,1.63E-06,-0.450249728,5.309476616,11,0.002532302,-2.569606329,-0.154938836,-0.312126717,1.000000285,0.999998733,2.46E-07,0.679853704,8.85685748
33,1,2,2.488,1.835,2.704,2.76,-1.450909415,-38.58080897,12,-0.000710479,-7898.350906,-0.000894421,0.000769188,1.000000617,0.999997355,5.07E-07,13.84058532,1.481612969,-1.171607369,0.199143367,3,-0.000353766,-1,0,-1,1,0.999994819,1.30E-06,0.025652305,0.025254321,-0.7677179,74.09034759,11,-0.052884764,-64.6149184,-0.008006032,-0.007590875,1.102851431,0.7291813,0.056918361,3.250921404,5.636527053,-1.1598988,3.421163385,1,-0.011765866,-254.2900421,0,-0.003932517,1.000771059,0.994517534,0.001183092,0.472734567,0.837273728,-1.061631618,31.39282893,0,0.001375198,-171.9328248,-0.002492151,-0.003340677,1.000003027,0.999990264,1.68E-06,0.776913507,0.087482661,-1.461919915,4.167609449,11,0.001294084,-5.096213119,-0.080178544,-0.135666193,1.000005381,0.999976895,4.43E-06,0.787051158,7.870793205
34,1,1,2.115,1.761,2.847,2.785,-0.787852656,-33.29681247,15,-0.011247854,-53.59583281,-0.008876227,-0.009957053,1.000367287,0.998437574,0.000299197,8.570397249,4.056887964,-1.183373912,3.232689996,4,0.000953793,-1,0,-1,1,0.998864389,0.000284145,1.203071173,0.916396497,-0.957976676,78.30076693,8,-0.173421976,-73.08824003,-0.005629854,-0.008143302,1.007059094,0.977640641,0.003909699,4.503326815,10.6404352,-1.073181665,5.541710879,5,0.004268579,-1145.242934,0,-0.000873177,1.000081624,0.999311275,0.000151858,0.566297891,0.919325742,-1.047144651,31.46477253,0,0.000927806,-180.2140405,-0.002283825,-0.003280073,1.00000082,0.999997378,4.51E-07,0.092902985,0.07274803,-1.393582838,4.355440119,9,0.00184947,-5.141971788,-0.077367646,-0.136125514,1.000003319,0.999985724,2.74E-06,0.750757073,5.478786023
35,1,2,2.901,1.61,2.922,2.76,-1.445646509,-53.28725788,13,-0.002156546,-30.92328502,-0.018225704,-0.014637311,1.000027319,0.999907779,1.62E-05,10.76387854,1.165370688,-1.36475629,3.59977612,0,-0.012933234,-1,0,-1,1.00000001,0.98637051,0.00344256,2.427459704,0.850036571,-1.136750592,58.93558944,4,-0.025488641,-72.20147934,-0.006885716,-0.007060982,1.008020667,0.963213612,0.007426511,5.987617463,10.75789767,-1.096619044,6.835578325,0,-0.021214635,-281.9438053,0,-0.003546806,1.006661391,0.929248717,0.016959494,1.426815065,1.830765412,-0.89843525,32.65138425,0,0.003786319,-165.1190258,-0.002684106,-0.003390276,1.000024263,0.999922103,1.34E-05,0.888468482,0.248908963,-1.36859235,4.017708446,9,0.003126309,-2.45306181,-0.189689795,-0.312292552,1.000000395,0.999998238,3.42E-07,0.834809683,8.179697314
36,1,4,2.188,1.832,2.801,2.89,-0.255213469,-41.54854131,163,1.13E-32,-66.38150289,-0.008087383,-0.007090884,1,1,2.36E-33,2.932415907,0,-0.905137705,1.598372926,5,0.000858472,-1.001349159,0,-0.998652659,1,0.999956807,1.08E-05,0.454580863,0.121715543,-1.139209949,84.72276896,20,-0.044370453,-80.14342812,-0.004387138,-0.008161657,1.001571122,0.994304943,0.001036431,3.577946813,4.527424889,-1.291216208,7.244490308,4,-0.010965802,-210.3245459,0,-0.004754557,1.00148026,0.992105831,0.001614173,1.405739546,2.722257267,-1.201046631,33.27945748,0,0.001136507,-162.1407674,-0.002778987,-0.003407373,1.000003857,0.999987599,2.14E-06,0.58365091,0.081339831,-1.317766099,4.311065756,9,0.003711591,-5.093571784,-0.08051939,-0.135482758,1.000003576,0.999984754,2.92E-06,0.826461757,7.748782159
