uID,AdID,BoxID,AE,RE,AA,PI,AccX kurtosis,AccX mean,AccX num_of_peaks,AccX slope,AccX spec_phs_F1oF23,AccX spec_phs_F2oF13,AccX spec_phs_F3oF12,AccX spec_pow_F1oF23,AccX spec_pow_F2oF13,AccX spec_pow_F3oF12,AccX std,AccX total_var,EDA kurtosis,EDA mean,EDA num_of_peaks,EDA slope,EDA spec_phs_F1oF23,EDA spec_phs_F2oF13,EDA spec_phs_F3oF12,EDA spec_pow_F1oF23,EDA spec_pow_F2oF13,EDA spec_pow_F3oF12,EDA std,EDA total_var,HR kurtosis,HR mean,HR num_of_peaks,HR slope,HR spec_phs_F1oF23,HR spec_phs_F2oF13,HR spec_phs_F3oF12,HR spec_pow_F1oF23,HR spec_pow_F2oF13,HR spec_pow_F3oF12,HR std,HR total_var,SC kurtosis,SC mean,SC num_of_peaks,SC slope,SC spec_phs_F1oF23,SC spec_phs_F2oF13,SC spec_phs_F3oF12,SC spec_pow_F1oF23,SC spec_pow_F2oF13,SC spec_pow_F3oF12,SC std,SC total_var,Temp kurtosis,Temp mean,Temp num_of_peaks,Temp slope,Temp spec_phs_F1oF23,Temp spec_phs_F2oF13,Temp spec_phs_F3oF12,Temp spec_pow_F1oF23,Temp spec_pow_F2oF13,Temp spec_pow_F3oF12,Temp std,Temp total_var,diameter kurtosis,diameter mean,diameter num_of_peaks,diameter slope,diameter spec_phs_F1oF23,diameter spec_phs_F2oF13,diameter spec_phs_F3oF12,diameter spec_pow_F1oF23,diameter spec_pow_F2oF13,diameter spec_pow_F3oF12,diameter std,diameter total_var
17,2,4,1.19,4.14,2.909,1,-1.802453464,-42.87985178,7,-0.000296589,-74.88294377,-0.019719966,0.006625349,1.000000036,0.99999995,3.63E-09,23.57003499,0.098250729,-1.174067623,0.116313303,3,-2.41E-05,-1,0,-1,1,0.999999989,2.81E-09,0.016172298,0.003533694,-1.062251034,77.21239017,1,-0.055980867,-91.77678741,-0.003368463,-0.007578315,1.001551676,0.987861626,0.002672629,3.73493414,2.311697613,-1.122222408,0.29815132,0,-0.000153116,-271.5197296,0,-0.003682974,1.000000061,0.99999983,2.71E-08,0.030102692,0.005879422,-1.014068525,28.83113027,0,0.003550664,-178.4738591,-0.002806713,-0.00281209,1.000008936,0.999977039,3.51E-06,0.724874586,0.113711156,-1.539080502,4.499456484,4,-0.010266478,-2.191139378,-0.264365821,-0.32439782,1.000002545,0.999989189,2.07E-06,0.83169589,2.019554163
18,2,1,1.537,3.717,2.787,4.082,-1.316267396,-30.45129553,0,4.84E-18,-259.2239224,-0.001156142,-0.002707776,1,1,1.24E-33,10.55862088,3.41E-12,-0.257613438,0.194757817,2,-1.77E-05,-1,0,-1,1,0.999999984,3.91E-09,0.095755201,0.004049105,-1.051006281,73.69488082,1,0.018760852,-367.0630638,-0.000614554,-0.002112367,1.008560129,0.98417402,0.001860596,3.577653526,1.606483806,,,,,,,,,,,,,,,,,,,,,,,,,-1.38599163,4.472580088,5,-0.027326982,-2.23871085,-0.242508616,-0.327570104,1.00000568,0.99997586,4.61E-06,0.71241827,3.320833366
19,2,2,1.521,1,2.733,3.89,-1.227324305,-24.27653579,4,0.353632754,-198.138599,-0.003159976,-0.001898967,1.035130764,0.8420315,0.035462304,7.190796518,28.9084016,-1.048476888,0.22856192,1,0.000166273,-1,0,-1,1,0.999999291,1.77E-07,0.013128069,0.015817495,-0.944780305,74.00827813,1,-0.128331459,-74.2949571,-0.004751242,-0.008791602,1.02825212,0.904972336,0.018306461,3.206607176,3.947607807,-1.21998077,2.445114088,1,0.029114094,-652.5246091,0,-0.001532509,1.000436557,0.992701118,0.00172526,0.426781219,0.870272761,-1.100961689,31.99210514,0,0.000781443,-174.741665,-0.002900737,-0.002838417,1.000000208,0.999999466,8.15E-08,0.958104271,0.025805895,,,,,,,,,,,,
20,2,2,2.048,3.498,3.108,4.777,-1.498066246,-24.62593212,6,0.000471106,-96.7202154,-0.015014017,0.00481887,1.000001231,0.99999774,2.57E-07,10.81368883,0.534090007,-1.636646222,0.100821868,2,7.03E-05,-1,0,-1,1,0.999999933,1.67E-08,0.03946545,0.005673397,-0.608362082,65.16041211,15,0.01033667,11530.80909,0.002043838,-0.001949146,1.001320639,0.995573723,0.000779689,4.205683792,0.679379743,-0.767855989,0.218483787,0,4.80E-05,-727.2612751,0,-0.001375022,1.000000005,0.999999983,2.97E-09,0.01045179,0.00168469,-0.983470115,30.53906561,0,-0.000505286,-58.16396787,-0.008876686,-0.00846508,1.000000162,0.999999582,6.41E-08,0.077784342,0.015586513,,,,,,,,,,,,
21,2,3,1.492,4.398,2.787,3.89,-1.394365348,-29.01012578,8,-0.00295115,-407.3697887,0.004358467,-0.006754433,1.000050848,0.999905168,1.10E-05,4.844379759,4.551891862,-1.227238747,0.053168654,2,5.56E-05,-1,0,-1,1,0.999999965,8.68E-09,0.006965168,0.004284128,-1.152018783,80.74617985,2,-0.004180508,-474.4177552,0.002679913,-0.004762262,1.000206909,0.998193009,0.000400595,5.965310124,6.386782856,-1.108206295,3.201293966,1,0.00058093,-469.6802247,0,-0.002129108,1.000001507,0.999995876,6.54E-07,0.189647247,0.036014638,-0.788867525,27.73404575,0,0.003404833,-171.9079953,-0.002975505,-0.002858522,1.000024588,0.999936996,9.60E-06,0.768992843,0.111202753,,,,,,,,,,,,
22,2,3,1.445,3.974,2.727,3.858,-1.404234246,-55.33070677,8,0.000392885,98.36564044,0.004875541,0.005239263,1.000255737,0.999361697,9.57E-05,9.443772107,2.085211764,-1.184399551,2.800467657,0,-0.007961789,-1,0,-1,1,0.99957276,0.000106844,0.439558279,0.24639588,-1.087035307,84.99665085,4,-0.043847974,-88.50455405,-0.002627205,-0.008717194,1.057400147,0.802024597,0.042732972,3.23095943,2.109071149,-1.239113206,2.451816524,0,-0.005504302,-238.8250936,0,-0.004187165,1.000080521,0.999669304,6.26E-05,0.430783462,0.171612309,-1.093097234,33.03393445,0,0.001940788,-181.9844065,-0.002720786,-0.002789327,1.000004363,0.999988802,1.71E-06,0.466859023,0.062425639,,,,,,,,,,,,
23,2,1,1.52,4.377,3.032,3.997,-1.07981394,-35.00961947,239,2.95E-31,-47.39256678,-0.007216059,-0.014085434,1,1,6.35E-34,10.50299132,0,-1.441158358,0.121835785,1,5.10E-06,-1,0,-1,1,0.999999992,2.12E-09,0.008081348,0.002955213,-1.330652004,73.40018799,2,-0.071355868,-47.053001,-0.01304559,-0.00842451,1.067745181,0.756916112,0.055740708,5.215827071,1.974372855,-1.075971517,0.581109465,0,-0.000987895,-255.5282001,0,-0.003913462,1.000001757,0.999991516,1.68E-06,0.198324973,0.031419136,-1.068681781,30.78295271,0,0.001167331,-179.3065767,-0.002796969,-0.002795667,1.000000583,0.999998497,2.30E-07,0.825430421,0.036079583,,,,,,,,,,,,
24,2,4,1.646,3.831,3.001,3.997,-1.247870492,-28.46515849,4,0.007199355,-319.978894,0.000195188,-0.003319101,1.040275919,0.848896024,0.031984378,7.025331554,3.215657868,-1.326218041,0.371498477,0,-0.00051089,-1,0,-1,1,0.999997498,6.25E-07,0.148509495,0.016895434,-1.049627973,82.66780585,3,0.083409209,-278.4515785,-0.000819089,-0.002776741,1.008346842,0.975973747,0.004017637,4.583521656,3.937990121,-1.16690885,0.495157972,0,-0.000770162,-250.12065,0,-0.003998071,1.000001153,0.999995351,8.74E-07,0.097751602,0.024678514,-0.579644905,33.00191402,0,0.000376127,-174.0958365,-0.002881519,-0.002878988,1.00000008,0.999999793,3.17E-08,0.15585827,0.011806909,,,,,,,,,,,,
25,2,3,1.313,4.547,2.585,1,-1.512598326,-44.28407255,8,0.000918582,354.2473155,0.001043205,0.001775971,1.00010157,0.999825947,1.81E-05,14.88548252,0.835135824,-1.092735174,0.187077252,2,6.93E-05,-1,,-1,1,0.999999945,1.38E-08,0.015698204,0.005230556,-1.309703178,84.65046912,2,0.071491982,-305.2121677,-0.000942506,-0.002338304,1.000896779,0.996286983,0.000706385,4.336179901,2.893179299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2,1,1.19,4.6,3.051,3.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2,2,1.495,4.406,1,3.711,-1.470105045,-43.82567754,120,1.63E-17,30.86729729,0.012564142,0.019338782,1,1,8.30E-36,5.758819882,9.66E-12,0.689280047,0.096637305,2,-6.02E-05,-1,0,-1,1,0.999999949,1.27E-08,0.032487379,0.00614383,-1.296989221,76.01483732,5,0.081867327,-881.6753621,0.001475499,-0.002602029,1.002036089,0.992945295,0.001263008,5.566213085,2.202188905,-0.783125387,2.091767983,1,-0.003810212,-332.6325007,0,-0.003006321,1.000031327,0.99976954,4.98E-05,0.544946742,0.114184852,-1.287618189,30.11262855,0,0.00197362,-176.3464583,-0.002862243,-0.002824536,1.000001131,0.999997094,4.44E-07,0.917290885,0.06328501,,,,,,,,,,,,
28,2,4,1.492,4.083,2.733,3.89,-0.995012325,-36.15483686,7,0.000179639,186.7555389,0.001579985,0.003762687,1.000000423,0.9999994,4.42E-08,1.512408395,0.098674829,-1.058631293,0.237585971,80,1.04E-19,-1,0,-1,1,1,1.34E-32,0.045145892,8.53E-14,-1.160510412,67.51765719,0,0.123332634,-1060.548115,0.00164489,-0.002579317,1.076998652,0.769966188,0.048708863,6.392955322,4.267282212,-1.112459901,1.623491372,2,0.00069155,451.7950045,0,0.002213393,1.000028026,0.999962621,2.34E-06,0.352685952,0.207078932,-1.063866652,30.20887179,0,0.001684967,-181.3937922,-0.002737811,-0.002790293,1.000001834,0.999995288,7.20E-07,0.309559438,0.053577976,-1.636465446,4.275064114,5,-0.010153351,-2.159998262,-0.272689562,-0.327569054,1.000002512,0.999989317,2.04E-06,0.877689953,2.110146448
29,2,4,1.597,3.974,2.882,4.357,-0.593262449,-41.80836105,10,0.00040769,-75.54292199,-0.005485111,-0.00783781,1.017154744,0.97726456,0.001499247,2.22663547,4.157278786,-1.409040656,0.840583593,1,-0.000436356,-1,0,-1,1,0.999997237,6.91E-07,0.449528281,0.022519168,-1.161734311,72.24387384,0,0.0329856,-233.9048042,-0.001541366,-0.002742314,1.014587183,0.945036986,0.010620255,3.503273325,1.043722796,-1.151933457,1.544112185,1,0.001944235,-651.5626842,0,-0.001534772,1.000002806,0.999942899,1.36E-05,0.337153062,0.062197779,-0.895904944,32.01188848,0,0.001671916,-184.8155143,-0.002663606,-0.002761868,1.000001874,0.999995182,7.36E-07,0.763123506,0.052525917,-1.602602873,3.951462034,6,-0.017925324,-2.192448141,-0.26492406,-0.323504865,1.000002187,0.999990658,1.79E-06,0.997082774,3.729789565
30,2,4,1.283,4.509,2.746,1,-0.942028104,-35.52577759,0,0,-133.9813582,0.0097161,-0.016853545,1,1,2.39E-34,15.27798097,0,-1.693765396,0.213421672,0,0.000182292,-1,0,-1,1,0.999999693,7.68E-08,0.046997064,0.005908196,-1.209324087,73.59878387,1,-0.028148251,-60.12177265,-0.011042813,-0.005715272,1.000368496,0.998052274,0.000395456,5.747592223,1.707935181,-0.643195237,1.009311912,1,0.003267267,-434.7253023,0,-0.002300303,1.000030817,0.999754741,5.36E-05,0.412921106,0.225045621,-0.968202698,32.34549298,0,0.000633974,-174.5095865,-0.002887378,-0.002859431,1.000000344,0.999999112,1.36E-07,0.9921029,0.019337561,-1.467067389,3.721848119,4,0.001554916,-5.061422321,-0.077962369,-0.139166426,1.000000479,0.99999796,3.90E-07,0.589330418,2.967316855
31,2,2,1.501,4.446,2.787,3.997,-1.548962058,-48.28700882,6,-0.014367905,-39.66596026,-0.016408791,-0.009096504,1.000019297,0.999944033,9.17E-06,18.02576477,1.532613609,-0.481492355,0.69903573,1,-0.000248496,-1,0,-1,1,0.999999235,1.91E-07,0.370426596,0.008916745,-0.626197535,77.37635764,0,-0.147756559,-81.26879481,-0.004221042,-0.008152202,1.021581874,0.929599075,0.013073206,3.088589172,4.811836807,-1.178521522,4.329922247,1,-0.020893529,-312.3815061,0,-0.003201214,1.000576291,0.997140867,0.000572102,0.77538587,0.898181374,-0.061812303,31.87339437,0,0.003376003,-179.6573133,-0.002783486,-0.0027982,1.000004928,0.999987318,1.94E-06,0.577729663,0.106363454,-1.471610917,4.785488177,5,-0.016724964,-2.184230551,-0.265277685,-0.32586015,1.000006475,0.999972441,5.27E-06,0.994859721,8.230257699
32,2,4,1.565,3.972,3.495,5,-1.347939334,-25.08423245,7,-0.013694732,-48.97582515,-0.012458105,-0.008161407,1.000090757,0.999786808,3.06E-05,12.54669066,3.326512624,-1.064208587,0.161486281,2,-9.80E-05,-1,0,-1,1,0.999999854,3.65E-08,0.025285216,0.005886423,-0.949846758,62.08166197,4,-0.022176309,-174.4606283,-0.002229078,-0.003518515,1.000161379,0.998134404,0.000426675,4.318865493,1.710010527,-1.334583116,0.430958969,1,0.000665245,369.4052061,0,0.002707054,1.000007333,0.999984728,1.98E-06,0.041534702,0.087172989,-1.122141007,30.3489815,0,0.000717191,-180.7164904,-0.002763792,-0.00278509,1.000000319,0.999999177,1.26E-07,0.074009958,0.022810428,,,,,,,,,,,,
33,2,2,1.651,3.436,3.009,1,-1.450909415,-38.58080897,6,-0.022557489,-67.29899935,-0.007166092,-0.007803987,1.000013285,0.999972889,3.46E-06,13.84058532,1.207620377,-1.171607369,0.199143367,0,-0.000508926,-1,0,-1,1,0.999997514,6.21E-07,0.025652305,0.017320631,-0.7677179,74.09034759,2,-0.031259217,-86.58535901,-0.004771381,-0.006842838,1.000223205,0.998680347,0.000274411,3.250921404,1.125925449,-1.1598988,3.421163385,0,-0.009925612,-261.4860316,0,-0.003824296,1.000182333,0.999327077,0.000122723,0.472734567,0.351867347,-1.061631618,31.39282893,0,0.000656564,-180.7927516,-0.002746432,-0.002800101,1.000000153,0.999999607,6.01E-08,0.776913507,0.021327566,-1.461919915,4.167609449,5,-0.018270108,-2.252177455,-0.240688759,-0.32506577,1.000000974,0.999995874,7.88E-07,0.787051158,4.639865492
34,2,1,1.829,3.633,3.108,4.77,-0.787852656,-33.29681247,0,5.19E-18,164.0787472,-0.014751869,0.021482242,1,1,5.73E-35,8.570397249,8.53E-12,-1.183373912,3.232689996,0,-0.00943039,-1,0,-1,1,0.99844484,0.000389244,1.203071173,0.373371239,-0.957976676,78.30076693,13,0.022900088,-194.6953744,-0.002172187,-0.002976942,1.00081207,0.9963939,0.000700709,4.503326815,1.051867643,-1.073181665,5.541710879,0,-0.010232714,-295.0342278,0,-0.003389437,1.000194494,0.999315379,0.00012261,0.566297891,0.388599807,-1.047144651,31.46477253,0,0.001903685,-181.6046317,-0.002728578,-0.00279309,1.00000231,0.999994052,9.10E-07,0.092902985,0.060526009,-1.393582838,4.355440119,6,-0.008681728,-2.272279875,-0.236341682,-0.322724682,1.000002042,0.999991339,1.65E-06,0.750757073,3.621716051
35,2,2,1.651,4.007,3.054,4.31,-1.445646509,-53.28725788,7,0.000520044,332.2928446,-0.000433069,0.003445452,1.000001726,0.999998003,6.77E-08,10.76387854,0.62301182,-1.36475629,3.59977612,2,-0.001125712,-1,0,-1,1,0.999735169,6.62E-05,2.427459704,0.112504139,-1.136750592,58.93558944,3,-0.042059054,-74.79385246,-0.013762417,0.000403362,1.000241159,0.999281154,0.000119508,5.987617463,2.036730034,-1.096619044,6.835578325,2,0.03298071,-574.2627823,0,-0.001741363,1.003548127,0.987487577,0.002267468,1.426815065,2.160473227,-0.89843525,32.65138425,0,0.000497273,-177.7700646,-0.002818055,-0.002823056,1.000000105,0.999999732,4.09E-08,0.888468482,0.016676265,-1.36859235,4.017708446,5,0.000517899,-5.264443039,-0.06955003,-0.137744013,1.000003607,0.999984631,2.94E-06,0.834809683,5.110511902
36,2,4,1.771,4.202,3.104,4.203,-0.255213469,-41.54854131,9,-0.100294195,-49.93269734,-0.011994558,-0.008227801,1.032011811,0.83834224,0.037442844,2.932415907,6.034656801,-0.905137705,1.598372926,2,0.009753675,-1,0,-1,1,0.99758016,0.00060606,0.454580863,0.627622524,-1.139209949,84.72276896,7,-0.010078281,-66.06011103,-0.00574936,-0.009496742,1.000024698,0.999938755,9.14E-06,3.577946813,0.760938303,-1.291216208,7.244490308,1,0.004184627,407.6706199,0,0.002452961,1.018605513,0.906332372,0.020365464,1.405739546,5.249726705,-1.201046631,33.27945748,0,0.005384838,-176.4226248,-0.002856277,-0.002828039,1.000021015,0.999946056,8.23E-06,0.58365091,0.172604048,-1.317766099,4.311065756,5,-0.015676775,-2.279072707,-0.233160333,-0.323301422,1.000001788,0.999992397,1.45E-06,0.826461757,4.722567056
37,2,2,1.985,3.97,3.077,4.593,-1.31446755,-36.96575525,75,4.33E-31,-70.25,-0.007293158,-0.007043728,1,1,5.92E-34,7.322827952,0,-1.039850843,0.96555117,0,-0.000668509,-1,0,-1,1,0.999994014,1.50E-06,0.519344192,0.019701512,-1.241403445,63.3799666,8,-0.048779625,-42.20569754,-0.01390278,-0.010067314,1.01496929,0.936740387,0.012778165,7.222223272,2.251615831,-0.993958058,1.634297432,0,-0.002237459,-277.4397093,0,-0.003604387,1.000009618,0.999963545,6.71E-06,0.259923816,0.078591381,-1.02500789,32.40162375,0,0.000234043,-154.1014257,-0.003458076,-0.003052197,1.000000023,0.999999939,9.33E-09,0.579668207,0.008454275,-1.435618945,3.700383999,5,-0.015586451,-2.196465419,-0.259382122,-0.326858248,1.000003829,0.999983709,3.12E-06,0.663702509,3.453930582
38,2,3,1.273,4.288,2.856,3.858,-1.269252882,-31.05601617,0,-4.92E-32,-360.75,-0.000833218,-0.001942017,1,1,1.02E-33,7.37089239,0,-0.924705526,0.443887109,41,-1.80E-18,-1,,-1,1,1,3.43E-32,0.27154118,2.56E-13,-1.007251814,70.23074845,10,0.021919377,-232.0673676,-0.001543758,-0.002773882,1.000243842,0.998918744,0.000209551,2.208759897,0.771726492,-1.241689396,12.5154699,1,-0.008708236,-519.9730163,0,-0.001923177,1.000243398,0.998500505,0.000314412,1.248842773,0.810114183,-1.052504904,33.24436013,26,0,-35.00529701,-0.010252514,-0.018692405,1,1,1.36E-34,0.358543022,0,-1.466117961,3.780242446,7,-0.028271623,-2.152337823,-0.275562543,-0.327694782,1.000009838,0.99995814,8.01E-06,0.810287814,2.702776588
39,2,4,1.544,4.397,3.06,4.241,-0.927235834,-41.03202154,4,-0.007895165,-89.13843588,-0.009680299,-0.001568401,1.000069348,0.999828199,2.56E-05,5.919975523,1.232064846,-1.068263872,0.192452995,2,2.33E-05,-1,0,-1,1,0.99999999,2.44E-09,0.019060481,0.002851427,-1.057636318,75.76803773,1,-0.04312865,-76.23821946,-0.004520228,-0.00867446,1.008112045,0.968942921,0.005901544,4.096339489,1.203907525,-1.178047087,1.260526167,0,-0.001748375,-277.3182209,0,-0.003605966,1.000006045,0.999968556,6.35E-06,0.25136501,0.051859646,-0.585528282,32.34468173,0,0.000179445,-227.9837471,-0.001902002,-0.002493741,1.000000026,0.999999933,1.02E-08,0.521852881,0.007961257,-0.734125536,4.170367741,3,-0.008444054,-5.857190524,-0.056270898,-0.127593179,1.000000069,0.999999701,5.75E-08,0.380041729,2.552012429
46,2,1,1.005,5,3.259,4.442,-1.814247678,-45.6852954,7,-0.00454614,194.3529807,0.003730058,0.001404713,1.000011769,0.999971014,4.30E-06,17.00698058,2.687588052,-1.207989784,0.136277029,3,8.48E-05,-1,0,-1,1,0.999999888,2.79E-08,0.015466718,0.00316135,-0.900018826,71.06952641,2,-0.051189209,-77.72204128,-0.00619712,-0.006752395,1.002588405,0.994428833,0.000750981,4.1753105,3.465830838,-1.185705863,0.743151092,1,-0.001095264,-259.7256497,0,-0.003850217,1.000003061,0.999990394,1.64E-06,0.164238369,0.040796395,-1.065849971,31.87991293,0,0.003350004,-176.4100626,-0.002857365,-0.002827358,1.000005151,0.999986769,2.02E-06,0.735626965,0.10778102,-1.48591719,4.144501563,6,-0.011258736,-2.257671922,-0.240099722,-0.323939599,1.000000131,0.999999436,1.08E-07,0.703569507,2.489982955
47,2,1,1.628,4.143,2.952,3.483,-1.328649473,-42.74017132,6,-0.443599468,-51.72553869,-0.005772544,-0.0137171,1.126290473,0.722215,0.053685514,11.57176576,22.60902017,-1.164483987,3.068361871,2,0.00339598,-1,0,-1,1,0.999378246,0.000155511,1.270110615,0.699268368,-0.797173971,66.60313497,2,-0.128129184,-77.21419441,-0.005261967,-0.007770263,1.002175874,0.993618479,0.001058228,4.626217238,4.90300537,-1.159536662,4.225824549,1,-0.01216203,-223.3968049,0,-0.00447634,1.000178842,0.998627315,0.00029879,1.317316203,0.366840914,-1.009993454,33.80057256,0,0.002147114,-178.563928,-0.002811059,-0.002804902,1.000001968,0.999994954,7.70E-07,1.044256477,0.07085252,-1.468901019,3.857667143,6,-0.028984611,-2.184716239,-0.261122528,-0.329165038,1.000019726,0.999915984,1.61E-05,0.751306678,5.398144392
48,2,2,1.829,4.126,3.081,4.195,-1.364007814,-41.9651727,4,0.014467728,-758.5361985,-0.000222475,-0.001096342,1.000727466,0.998335678,0.000234682,3.537026687,1.411891923,-0.774701719,1.562575749,1,-0.002057078,-1,0,-1,1,0.999942207,1.44E-05,0.748824299,0.078965172,-1.143358249,67.49410852,9,0.015645699,-521.4550962,0.001227029,-0.003137048,1.000074284,0.999716481,5.23E-05,10.27837997,0.687394835,-1.106037335,6.186848644,1,-0.01117653,-303.5876802,0,-0.003293941,1.000147395,0.999097377,0.000188947,0.347082638,0.391546385,-0.961676293,29.92263306,0,0.001223028,-176.5015421,-0.002859715,-0.002822053,1.000000699,0.999998206,2.74E-07,0.580529273,0.039568729,-1.485401146,4.562001129,5,-0.014915749,-2.187465642,-0.261159557,-0.32825378,1.000006868,0.999970755,5.59E-06,0.764350485,2.558613636
49,2,4,5,3.974,5,4.546,-1.296950631,-15.68420627,0,2.19E-17,-5.164934807,0.011931431,-0.201208123,1,1,1.95E-35,13.18889319,9.09E-12,-1.021445681,0.290284365,0,0.00295602,-1,0,-1,1,0.999911701,2.21E-05,0.121008311,0.084296888,-1.141884662,77.89286132,3,0.097784275,-269.1079904,-0.000976119,-0.00274521,1.045558561,0.870141095,0.024152635,7.026881239,3.707751885,-1.233028253,3.928266812,2,0.058607293,-849.5486626,0,-0.001177096,1.024224589,0.909924125,0.017912551,1.596530459,2.598372657,-0.686208844,31.97256974,0,0.002275648,-179.0085419,-0.002798031,-0.002803942,1.000002995,0.999992307,1.17E-06,0.518971173,0.072923745,-1.525399646,4.571168285,4,-0.034946965,-2.185952991,-0.264563721,-0.325903274,1.000010259,0.99995634,8.35E-06,1.006233924,3.469781042
50,2,3,1.511,3.831,3.077,4.442,-1.359990606,-36.62634483,7,-0.000110551,-44.81983153,-0.019990866,-0.002416212,1.000001117,0.999997689,2.98E-07,14.15734584,0.04035319,-1.256710488,0.5666022,2,-0.002116071,-1,,-1,1,0.999924552,1.89E-05,0.236045134,0.12935123,-1.010114639,68.6142452,11,0.00813881,-344.8757802,0.00047532,-0.003371714,1.000634721,0.997841127,0.000381817,4.503323603,0.599879556,-1.03781389,5.236322223,3,-0.004835783,-480.1897574,0,-0.00208251,1.00082252,0.997862375,0.000329541,1.042782779,0.50789198,-0.968951289,31.81342078,0,-5.30E-11,-1044.710509,0.000321861,-0.001278241,1,1,5.90E-21,0.392026318,1.24E-08,-1.004240762,3.727296434,6,-0.031730542,-2.167071204,-0.268052976,-0.329141206,1.000009352,0.999960221,7.61E-06,0.528712877,3.416062628
51,2,4,1.562,4.415,3.077,3.997,-1.351738812,-22.67585854,6,-0.000209697,136.6697316,0.003138986,0.004151763,1.000007937,0.999986078,1.50E-06,5.258572686,0.256344163,-1.289560656,0.561045958,0,-0.000686122,-1,0,-1,1,0.999995555,1.11E-06,0.054855313,0.022097792,-1.264518154,76.6881977,3,-0.036612299,-49.58013816,-0.012639992,-0.007722635,1.000694467,0.997346217,0.000491012,5.234215231,1.137238303,-0.953325369,1.396171935,0,-0.005394537,-235.9519363,0,-0.004238151,1.000052768,0.999727463,5.50E-05,0.548575223,0.161053855,-1.168318948,30.88491917,0,0.003414062,-179.5362253,-0.002782036,-0.002803426,1.000009719,0.999975032,3.81E-06,1.261431125,0.108620817,-1.501714864,4.470857271,6,-0.018894283,-2.163736782,-0.271854308,-0.327029536,1.000003064,0.999987065,2.47E-06,0.973365372,3.068200791
52,2,1,1.622,3.831,3.051,4.195,-1.014641321,-30.90053227,0,7.44E-18,-282.4917213,-0.001102598,-0.002442706,1,1,3.92E-34,3.960334009,4.55E-12,-0.733728985,0.402591413,1,0.000234594,-1,0,-1,1,0.999997594,6.02E-07,0.218953813,0.029883707,-1.335787398,71.65384222,0,0.068599246,-734.3478757,0.001401621,-0.002755654,1.038660238,0.879062943,0.023225557,4.667770916,2.71644946,-1.24212147,2.679817014,1,0.013137353,-727.1284719,0,-0.001375273,1.000902436,0.997508834,0.00039822,0.874085926,0.537550648,-1.162136926,32.31965828,0,0.000626057,-168.5072037,-0.00305615,-0.002895963,1.000000198,0.99999949,7.80E-08,0.346597835,0.01914015,-1.545966524,4.586175095,4,-0.02384505,-2.168984054,-0.268961885,-0.327742812,1.00001697,0.999927808,1.38E-05,0.901967224,4.385494684
53,2,4,1.174,4.446,2.975,3.89,-1.669434277,-47.78768323,6,0.000244932,-75.04030754,-0.003929665,-0.009470441,1.000000213,0.999999583,5.12E-08,14.55733934,0.365755867,-1.312531576,0.115314859,0,0.000118698,-1,0,-1,1,0.99999986,3.49E-08,0.031255949,0.004007214,-1.300849308,70.4155357,0,-9.01E-31,2143.366667,0.007525391,-0.006954146,1,1,4.87E-34,4.339998703,0,-1.070067728,1.336163721,0,-0.003857195,-241.211735,0,-0.004145735,1.000037086,0.999837768,3.13E-05,0.51131639,0.121498149,-1.072116051,30.68301582,0,0.001516618,-176.9723847,-0.002836854,-0.002829755,1.000001659,0.999995731,6.53E-07,0.883710117,0.047918087,-1.377797847,3.954592134,5,-0.01870333,-2.187538788,-0.262874493,-0.326806353,1.000007701,0.999967219,6.27E-06,0.627118201,3.044039529
54,2,3,1.099,4.25,3.074,4.187,-1.156550434,-29.23158694,6,-0.001432032,-363.5340142,-0.001908198,-0.000845799,1.00046782,0.99686127,0.000669436,8.737254065,2.055848552,-1.072261316,0.765988856,3,-0.000281205,-1,0,-1,1,0.99999796,5.10E-07,0.298897581,0.027620569,-1.114537367,89.9208112,3,-0.04110827,-51.74961858,-0.01198446,-0.007517807,1.031082927,0.896289651,0.020089423,3.501104639,1.414583554,-1.322733249,1.658838191,4,-2.92E-13,2396.704691,0,0.00041724,1,1,2.31E-25,0.314291359,8.86E-11,-0.838982401,32.66162761,0,1.74E-31,-371.3296296,-0.000599706,-0.002095829,1,1,1.41E-33,0.436109105,0,,,,,,,,,,,,
55,2,2,1.724,3.804,3.001,3.997,-1.510434433,-33.12797972,8,0.002752847,-2024.997466,0.000794896,-0.001286679,1.000002023,0.999997029,2.37E-07,22.47433703,2.440430383,-0.984411914,1.065231059,0,-0.00061093,-1,0,-1,1,0.999994441,1.39E-06,0.623993889,0.020999311,-0.955023259,70.46286673,5,0.000512115,421.124287,0.002754338,-0.00037766,1.00063026,0.999191225,4.48E-05,2.519728991,0.142417117,-0.621487698,0.851983268,0,-0.001859397,-251.2396487,0,-0.003980263,1.000007062,0.999970912,5.51E-06,0.208537571,0.059447365,-1.105366651,31.68910375,0,0.000255608,-181.1280188,-0.002742549,-0.00279369,1.000000029,0.999999926,1.13E-08,0.613813909,0.008170627,-1.594160259,4.200674949,4,0.006314883,-5.24610031,-0.053788648,-0.151581705,1.000000004,0.999999983,3.28E-09,0.847162871,2.040114213
